center,left,right,steering,throttle,gear,speed
CNN_Training_Images/IMG/center_2020_04_11_19_55_26_953.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_26_953.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_26_953.jpg,0,1,0,11.29023
CNN_Training_Images/IMG/center_2020_04_11_19_55_27_021.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_27_021.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_27_021.jpg,0,1,0,11.91693
CNN_Training_Images/IMG/center_2020_04_11_19_55_27_103.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_27_103.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_27_103.jpg,0,1,0,13.03862
CNN_Training_Images/IMG/center_2020_04_11_19_55_27_172.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_27_172.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_27_172.jpg,0,1,0,13.61082
CNN_Training_Images/IMG/center_2020_04_11_19_55_27_256.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_27_256.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_27_256.jpg,0,1,0,14.57047
CNN_Training_Images/IMG/center_2020_04_11_19_55_27_321.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_27_321.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_27_321.jpg,-0.05,1,0,15.32462
CNN_Training_Images/IMG/center_2020_04_11_19_55_27_402.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_27_402.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_27_402.jpg,-0.25,1,0,16.14086
CNN_Training_Images/IMG/center_2020_04_11_19_55_27_472.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_27_472.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_27_472.jpg,-0.4,1,0,16.85242
CNN_Training_Images/IMG/center_2020_04_11_19_55_27_544.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_27_544.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_27_544.jpg,0,1,0,17.65486
CNN_Training_Images/IMG/center_2020_04_11_19_55_27_614.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_27_614.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_27_614.jpg,0,1,0,18.11558
CNN_Training_Images/IMG/center_2020_04_11_19_55_27_686.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_27_686.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_27_686.jpg,-0.05,1,0,18.94573
CNN_Training_Images/IMG/center_2020_04_11_19_55_27_755.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_27_755.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_27_755.jpg,-0.25,1,0,19.75139
CNN_Training_Images/IMG/center_2020_04_11_19_55_27_826.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_27_826.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_27_826.jpg,-0.4,1,0,20.41357
CNN_Training_Images/IMG/center_2020_04_11_19_55_27_896.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_27_896.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_27_896.jpg,-0.6000001,1,0,21.07258
CNN_Training_Images/IMG/center_2020_04_11_19_55_27_965.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_27_965.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_27_965.jpg,-0.7500002,1,0,21.46446
CNN_Training_Images/IMG/center_2020_04_11_19_55_28_040.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_28_040.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_28_040.jpg,-0.9500002,1,0,22.01589
CNN_Training_Images/IMG/center_2020_04_11_19_55_28_121.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_28_121.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_28_121.jpg,0,1,0,22.64891
CNN_Training_Images/IMG/center_2020_04_11_19_55_28_201.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_28_201.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_28_201.jpg,0,1,0,23.36211
CNN_Training_Images/IMG/center_2020_04_11_19_55_28_283.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_28_283.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_28_283.jpg,0,1,0,24.12349
CNN_Training_Images/IMG/center_2020_04_11_19_55_28_362.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_28_362.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_28_362.jpg,0,1,0,24.89367
CNN_Training_Images/IMG/center_2020_04_11_19_55_28_445.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_28_445.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_28_445.jpg,0,1,0,25.65988
CNN_Training_Images/IMG/center_2020_04_11_19_55_28_526.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_28_526.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_28_526.jpg,0,1,0,26.42091
CNN_Training_Images/IMG/center_2020_04_11_19_55_28_605.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_28_605.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_28_605.jpg,-0.15,1,0,27.16803
CNN_Training_Images/IMG/center_2020_04_11_19_55_28_686.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_28_686.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_28_686.jpg,-0.35,1,0,27.85106
CNN_Training_Images/IMG/center_2020_04_11_19_55_28_752.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_28_752.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_28_752.jpg,0,1,0,28.40061
CNN_Training_Images/IMG/center_2020_04_11_19_55_28_832.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_28_832.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_28_832.jpg,0,1,0,29.13723
CNN_Training_Images/IMG/center_2020_04_11_19_55_28_915.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_28_915.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_28_915.jpg,0,1,0,30.05185
CNN_Training_Images/IMG/center_2020_04_11_19_55_28_988.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_28_988.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_28_988.jpg,0,1,0,30.18993
CNN_Training_Images/IMG/center_2020_04_11_19_55_29_072.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_29_072.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_29_072.jpg,-0.2,1,0,30.18056
CNN_Training_Images/IMG/center_2020_04_11_19_55_29_139.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_29_139.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_29_139.jpg,-0.4,1,0,30.15827
CNN_Training_Images/IMG/center_2020_04_11_19_55_29_227.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_29_227.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_29_227.jpg,-0.6000001,1,0,30.13353
CNN_Training_Images/IMG/center_2020_04_11_19_55_29_314.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_29_314.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_29_314.jpg,-0.8000001,1,0,30.11036
CNN_Training_Images/IMG/center_2020_04_11_19_55_29_402.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_29_402.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_29_402.jpg,0,1,0,30.18237
CNN_Training_Images/IMG/center_2020_04_11_19_55_29_481.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_29_481.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_29_481.jpg,0,1,0,30.18894
CNN_Training_Images/IMG/center_2020_04_11_19_55_29_881.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_29_881.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_29_881.jpg,0,1,0,30.18968
CNN_Training_Images/IMG/center_2020_04_11_19_55_29_953.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_29_953.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_29_953.jpg,0.05,1,0,30.18977
CNN_Training_Images/IMG/center_2020_04_11_19_55_30_020.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_30_020.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_30_020.jpg,0.25,1,0,30.17399
CNN_Training_Images/IMG/center_2020_04_11_19_55_30_086.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_30_086.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_30_086.jpg,0.4,1,0,30.15747
CNN_Training_Images/IMG/center_2020_04_11_19_55_30_153.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_30_153.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_30_153.jpg,0.5500001,1,0,30.13957
CNN_Training_Images/IMG/center_2020_04_11_19_55_30_239.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_30_239.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_30_239.jpg,0,1,0,30.18746
CNN_Training_Images/IMG/center_2020_04_11_19_55_30_311.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_30_311.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_30_311.jpg,0,1,0,30.18937
CNN_Training_Images/IMG/center_2020_04_11_19_55_30_382.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_30_382.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_30_382.jpg,0,1,0,30.19013
CNN_Training_Images/IMG/center_2020_04_11_19_55_30_452.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_30_452.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_30_452.jpg,-0.15,1,0,30.18225
CNN_Training_Images/IMG/center_2020_04_11_19_55_30_520.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_30_520.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_30_520.jpg,-0.35,1,0,30.1616
CNN_Training_Images/IMG/center_2020_04_11_19_55_30_589.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_30_589.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_30_589.jpg,0,1,0,30.1894
CNN_Training_Images/IMG/center_2020_04_11_19_55_30_656.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_30_656.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_30_656.jpg,0,1,0,30.1895
CNN_Training_Images/IMG/center_2020_04_11_19_55_30_744.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_30_744.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_30_744.jpg,0,1,0,30.19012
CNN_Training_Images/IMG/center_2020_04_11_19_55_30_815.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_30_815.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_30_815.jpg,-0.1,1,0,30.18867
CNN_Training_Images/IMG/center_2020_04_11_19_55_30_885.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_30_885.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_30_885.jpg,-0.25,1,0,30.17631
CNN_Training_Images/IMG/center_2020_04_11_19_55_30_952.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_30_952.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_30_952.jpg,-0.4,1,0,30.15883
CNN_Training_Images/IMG/center_2020_04_11_19_55_31_039.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_31_039.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_31_039.jpg,-0.6500001,1,0,30.12782
CNN_Training_Images/IMG/center_2020_04_11_19_55_31_111.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_31_111.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_31_111.jpg,0,1,0,30.17423
CNN_Training_Images/IMG/center_2020_04_11_19_55_31_179.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_31_179.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_31_179.jpg,0,1,0,30.18676
CNN_Training_Images/IMG/center_2020_04_11_19_55_31_267.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_31_267.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_31_267.jpg,0,1,0,30.18967
CNN_Training_Images/IMG/center_2020_04_11_19_55_31_355.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_31_355.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_31_355.jpg,0,1,0,30.19027
CNN_Training_Images/IMG/center_2020_04_11_19_55_31_423.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_31_423.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_31_423.jpg,0,1,0,30.19087
CNN_Training_Images/IMG/center_2020_04_11_19_55_31_492.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_31_492.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_31_492.jpg,0,1,0,30.19032
CNN_Training_Images/IMG/center_2020_04_11_19_55_31_564.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_31_564.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_31_564.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_31_635.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_31_635.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_31_635.jpg,0,1,0,30.19032
CNN_Training_Images/IMG/center_2020_04_11_19_55_31_705.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_31_705.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_31_705.jpg,-0.05,1,0,30.1897
CNN_Training_Images/IMG/center_2020_04_11_19_55_31_781.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_31_781.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_31_781.jpg,-0.25,1,0,30.17472
CNN_Training_Images/IMG/center_2020_04_11_19_55_31_863.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_31_863.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_31_863.jpg,0,1,0,30.18134
CNN_Training_Images/IMG/center_2020_04_11_19_55_31_943.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_31_943.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_31_943.jpg,0,1,0,30.18924
CNN_Training_Images/IMG/center_2020_04_11_19_55_32_021.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_32_021.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_32_021.jpg,0,1,0,30.19013
CNN_Training_Images/IMG/center_2020_04_11_19_55_32_098.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_32_098.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_32_098.jpg,0,1,0,30.18993
CNN_Training_Images/IMG/center_2020_04_11_19_55_32_171.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_32_171.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_32_171.jpg,-0.15,1,0,30.1853
CNN_Training_Images/IMG/center_2020_04_11_19_55_32_246.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_32_246.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_32_246.jpg,-0.35,1,0,30.16453
CNN_Training_Images/IMG/center_2020_04_11_19_55_32_326.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_32_326.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_32_326.jpg,0,1,0,30.18693
CNN_Training_Images/IMG/center_2020_04_11_19_55_32_405.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_32_405.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_32_405.jpg,0,1,0,30.18983
CNN_Training_Images/IMG/center_2020_04_11_19_55_32_480.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_32_480.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_32_480.jpg,0,1,0,30.19024
CNN_Training_Images/IMG/center_2020_04_11_19_55_32_556.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_32_556.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_32_556.jpg,-0.15,1,0,30.18547
CNN_Training_Images/IMG/center_2020_04_11_19_55_32_633.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_32_633.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_32_633.jpg,-0.3,1,0,30.17064
CNN_Training_Images/IMG/center_2020_04_11_19_55_32_711.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_32_711.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_32_711.jpg,0,1,0,30.1888
CNN_Training_Images/IMG/center_2020_04_11_19_55_32_786.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_32_786.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_32_786.jpg,0,1,0,30.18968
CNN_Training_Images/IMG/center_2020_04_11_19_55_32_862.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_32_862.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_32_862.jpg,0,1,0,30.1902
CNN_Training_Images/IMG/center_2020_04_11_19_55_32_943.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_32_943.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_32_943.jpg,0,1,0,30.19032
CNN_Training_Images/IMG/center_2020_04_11_19_55_33_020.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_33_020.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_33_020.jpg,0,1,0,30.19039
CNN_Training_Images/IMG/center_2020_04_11_19_55_33_103.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_33_103.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_33_103.jpg,0,1,0,30.19033
